Date,Open,High,Low,Close,Adj Close,Volume
2016-10-06,16913.599609,16971.279297,16888.769531,16899.099609,16899.099609,110600
2016-10-07,16883.119141,16895.130859,16820.210938,16860.089844,16860.089844,97300
2016-10-11,16936.310547,17074.460938,16931.119141,17024.759766,17024.759766,108300
2016-10-12,16850.730469,16951.539063,16839.410156,16840.000000,16840.000000,112800
2016-10-13,16923.820313,16974.250000,16739.730469,16774.240234,16774.240234,107800
2016-10-14,16751.039063,16866.560547,16727.779297,16856.369141,16856.369141,106100
2016-10-17,16871.839844,16954.439453,16821.490234,16900.119141,16900.119141,92200
2016-10-18,16862.310547,16966.900391,16844.169922,16963.609375,16963.609375,98600
2016-10-19,16952.910156,17016.660156,16938.460938,16998.910156,16998.910156,98600
2016-10-20,16999.359375,17235.500000,16992.140625,17235.500000,17235.500000,109000
2016-10-21,17283.750000,17288.890625,17151.980469,17184.589844,17184.589844,110800
2016-10-24,17216.560547,17244.740234,17162.210938,17234.419922,17234.419922,85100
2016-10-25,17298.630859,17381.800781,17298.630859,17365.250000,17365.250000,105100
2016-10-26,17329.029297,17391.839844,17295.460938,17391.839844,17391.839844,95200
2016-10-27,17346.390625,17414.210938,17278.119141,17336.419922,17336.419922,104400
2016-10-28,17448.250000,17461.029297,17406.720703,17446.410156,17446.410156,162900
2016-10-31,17360.890625,17433.130859,17327.619141,17425.019531,17425.019531,152500
2016-11-01,17380.539063,17473.119141,17339.640625,17442.400391,17442.400391,119300
2016-11-02,17238.000000,17283.599609,17080.589844,17134.679688,17134.679688,131100
2016-11-04,16964.500000,16996.089844,16801.980469,16905.359375,16905.359375,130800
2016-11-07,17126.029297,17186.890625,17056.839844,17177.210938,17177.210938,113000
2016-11-08,17242.699219,17247.039063,17130.830078,17171.380859,17171.380859,100000
2016-11-09,17281.949219,17427.710938,16111.809570,16251.540039,16251.540039,274900
2016-11-10,16562.859375,17393.820313,16560.660156,17344.419922,17344.419922,222500
2016-11-11,17526.609375,17621.730469,17333.490234,17374.789063,17374.789063,241800
2016-11-14,17467.490234,17697.330078,17455.779297,17672.619141,17672.619141,165300
2016-11-15,17690.220703,17727.580078,17605.769531,17668.150391,17668.150391,168000
2016-11-16,17832.509766,17886.439453,17807.470703,17862.210938,17862.210938,194300
2016-11-17,17766.609375,17884.060547,17764.080078,17862.630859,17862.630859,161100
2016-11-18,18024.210938,18043.720703,17967.410156,17967.410156,17967.410156,161800
2016-11-21,18038.089844,18129.029297,18007.789063,18106.019531,18106.019531,135700
2016-11-22,18091.050781,18175.630859,18050.550781,18162.939453,18162.939453,118200
2016-11-24,18329.779297,18382.720703,18310.310547,18333.410156,18333.410156,144900
2016-11-25,18387.589844,18482.939453,18288.500000,18381.220703,18381.220703,160000
2016-11-28,18302.580078,18374.929688,18222.820313,18356.890625,18356.890625,145000
2016-11-29,18263.630859,18327.509766,18258.820313,18307.039063,18307.039063,121800
2016-11-30,18356.029297,18370.310547,18280.660156,18308.480469,18308.480469,164700
2016-12-01,18535.240234,18746.279297,18469.269531,18513.119141,18513.119141,182400
2016-12-02,18435.550781,18469.679688,18315.380859,18426.080078,18426.080078,191300
2016-12-05,18349.919922,18365.740234,18227.390625,18274.990234,18274.990234,130500
2016-12-06,18457.199219,18484.800781,18318.990234,18360.539063,18360.539063,154000
2016-12-07,18434.539063,18502.470703,18410.880859,18496.689453,18496.689453,151700
2016-12-08,18674.189453,18765.470703,18614.009766,18765.470703,18765.470703,187400
2016-12-09,18839.980469,19042.480469,18821.410156,18996.369141,18996.369141,212300
2016-12-12,19183.820313,19280.929688,19054.000000,19155.029297,19155.029297,200600
2016-12-13,19120.759766,19253.509766,19060.720703,19250.519531,19250.519531,147600
2016-12-14,19270.009766,19284.279297,19184.750000,19253.609375,19253.609375,133200
2016-12-15,19327.699219,19436.900391,19192.599609,19273.789063,19273.789063,154600
2016-12-16,19438.390625,19439.970703,19360.359375,19401.150391,19401.150391,148700
2016-12-19,19345.839844,19399.259766,19307.140625,19391.599609,19391.599609,106000
2016-12-20,19367.839844,19511.199219,19356.810547,19494.529297,19494.529297,119600
2016-12-21,19547.279297,19592.900391,19375.189453,19444.490234,19444.490234,130300
2016-12-22,19396.849609,19427.669922,19327.509766,19427.669922,19427.669922,113500
2016-12-26,19394.410156,19432.480469,19385.939453,19396.640625,19396.640625,85500
2016-12-27,19353.429688,19478.580078,19352.060547,19403.060547,19403.060547,110200
2016-12-28,19392.109375,19442.130859,19364.730469,19401.720703,19401.720703,77700
2016-12-29,19301.039063,19301.039063,19092.220703,19145.140625,19145.140625,0
2016-12-30,18997.679688,19176.810547,18991.589844,19114.369141,19114.369141,117800
2017-01-04,19298.679688,19594.160156,19277.929688,19594.160156,19594.160156,163500
2017-01-05,19602.099609,19615.400391,19473.279297,19520.689453,19520.689453,134500
2017-01-06,19393.550781,19472.369141,19354.439453,19454.330078,19454.330078,119100
2017-01-10,19414.830078,19484.900391,19255.349609,19301.439453,19301.439453,119100
2017-01-11,19358.640625,19402.169922,19325.460938,19364.669922,19364.669922,119100
2017-01-12,19300.189453,19300.189453,19069.019531,19134.699219,19134.699219,119100
2017-01-13,19174.970703,19299.359375,19156.929688,19287.279297,19287.279297,119100
2017-01-16,19219.130859,19255.410156,19061.269531,19095.240234,19095.240234,119100
2017-01-17,19038.449219,19043.910156,18812.859375,18813.529297,18813.529297,119100
2017-01-18,18753.960938,18941.240234,18650.330078,18894.369141,18894.369141,119100
2017-01-19,19082.830078,19122.390625,18982.130859,19072.250000,19072.250000,170600
2017-01-20,19059.150391,19176.859375,19040.199219,19137.910156,19137.910156,125800
2017-01-23,18938.449219,19024.210938,18879.679688,18891.029297,18891.029297,124800
2017-01-24,18817.419922,18915.699219,18783.160156,18787.990234,18787.990234,131500
2017-01-25,19091.230469,19133.179688,18987.449219,19057.500000,19057.500000,125400
2017-01-26,19260.669922,19405.230469,19232.460938,19402.390625,19402.390625,145200
2017-01-27,19453.509766,19486.679688,19404.130859,19467.400391,19467.400391,134600
2017-01-30,19371.279297,19390.970703,19295.800781,19368.849609,19368.849609,97800
2017-01-31,19145.349609,19199.750000,19041.339844,19041.339844,19041.339844,133900
2017-02-01,18926.970703,19155.789063,18916.179688,19148.080078,19148.080078,131500
2017-02-02,19152.789063,19170.630859,18866.800781,18914.580078,18914.580078,136500
2017-02-03,18996.740234,19061.259766,18830.890625,18918.199219,18918.199219,140900
2017-02-06,19069.720703,19075.570313,18899.400391,18976.710938,18976.710938,120500
2017-02-07,18844.119141,18970.580078,18805.320313,18910.779297,18910.779297,106100
2017-02-08,18951.160156,19009.240234,18875.570313,19007.599609,19007.599609,102900
2017-02-09,18942.039063,18991.230469,18874.910156,18907.669922,18907.669922,130500
2017-02-10,19216.740234,19395.990234,19193.570313,19378.929688,19378.929688,149400
2017-02-13,19513.779297,19519.439453,19418.179688,19459.150391,19459.150391,117900
2017-02-14,19478.859375,19501.009766,19232.849609,19238.980469,19238.980469,142800
2017-02-15,19438.810547,19495.619141,19420.000000,19437.980469,19437.980469,142800
2017-02-16,19431.609375,19431.609375,19260.240234,19347.529297,19347.529297,137800
2017-02-17,19228.740234,19275.390625,19173.529297,19234.619141,19234.619141,143600
2017-02-20,19161.330078,19274.750000,19115.109375,19251.080078,19251.080078,98900
2017-02-21,19267.869141,19395.349609,19261.980469,19381.439453,19381.439453,100700
2017-02-22,19419.220703,19419.220703,19329.279297,19379.869141,19379.869141,156700
2017-02-23,19379.919922,19379.919922,19262.630859,19371.460938,19371.460938,140800
2017-02-24,19232.109375,19381.099609,19219.580078,19283.539063,19283.539063,148900
2017-02-27,19130.509766,19178.990234,18995.550781,19107.470703,19107.470703,124200
2017-02-28,19194.679688,19267.990234,19118.990234,19118.990234,19118.990234,132900
2017-03-01,19226.939453,19414.550781,19164.619141,19393.539063,19393.539063,132300
2017-03-02,19624.820313,19668.009766,19564.800781,19564.800781,19564.800781,146200
2017-03-03,19551.339844,19587.789063,19392.750000,19469.169922,19469.169922,111000
2017-03-06,19409.179688,19411.539063,19340.320313,19379.140625,19379.140625,88000
2017-03-07,19337.189453,19375.089844,19317.099609,19344.150391,19344.150391,98800
2017-03-08,19308.529297,19326.400391,19198.779297,19254.029297,19254.029297,103200
2017-03-09,19343.060547,19350.199219,19262.980469,19318.580078,19318.580078,101100
2017-03-10,19444.710938,19623.720703,19427.810547,19604.609375,19604.609375,155300
2017-03-13,19545.740234,19656.480469,19531.509766,19633.750000,19633.750000,92600
2017-03-14,19634.289063,19637.550781,19599.619141,19609.500000,19609.500000,123300
2017-03-15,19528.750000,19581.529297,19503.740234,19577.380859,19577.380859,115700
2017-03-16,19458.699219,19618.990234,19454.169922,19590.140625,19590.140625,122500
2017-03-17,19510.890625,19547.509766,19487.919922,19521.589844,19521.589844,137100
2017-03-21,19510.890625,19547.509766,19337.220703,19455.880859,19455.880859,0
2017-03-22,19146.619141,19183.269531,19026.529297,19041.380859,19041.380859,0
2017-03-23,19048.839844,19105.109375,18973.750000,19085.310547,19085.310547,0
2017-03-24,19066.349609,19296.050781,19060.640625,19262.529297,19262.529297,0
2017-03-27,19071.189453,19086.890625,18932.089844,18985.589844,18985.589844,0
2017-03-28,19159.070313,19203.640625,19113.439453,19202.869141,19202.869141,0
2017-03-29,19216.779297,19251.300781,19164.609375,19217.480469,19217.480469,0
2017-03-30,19150.820313,19218.080078,19043.480469,19063.220703,19063.220703,0
2017-03-31,19170.419922,19210.919922,18909.259766,18909.259766,18909.259766,0
2017-04-03,18988.000000,19068.619141,18920.519531,18983.230469,18983.230469,0
2017-04-04,18933.820313,18947.330078,18703.630859,18810.250000,18810.250000,0
2017-04-05,18900.699219,18941.939453,18773.939453,18861.269531,18861.269531,0
2017-04-06,18754.369141,18797.439453,18532.650391,18597.060547,18597.060547,0
2017-04-07,18714.980469,18785.730469,18517.429688,18664.630859,18664.630859,0
2017-04-10,18800.220703,18850.800781,18762.699219,18797.880859,18797.880859,0
2017-04-11,18717.550781,18767.699219,18661.859375,18747.869141,18747.869141,105100
2017-04-12,18592.099609,18602.500000,18460.589844,18552.609375,18552.609375,116300
2017-04-13,18391.720703,18455.250000,18304.720703,18426.839844,18426.839844,123700
2017-04-14,18531.910156,18531.910156,18285.730469,18335.630859,18335.630859,0
2017-04-17,18239.839844,18361.439453,18224.679688,18355.259766,18355.259766,0
2017-04-18,18497.380859,18547.460938,18362.730469,18418.589844,18418.589844,93300
2017-04-19,18327.330078,18467.730469,18327.330078,18432.199219,18432.199219,120800
2017-04-20,18446.390625,18523.400391,18420.820313,18430.490234,18430.490234,116900
2017-04-21,18591.820313,18648.279297,18542.419922,18620.750000,18620.750000,113200
2017-04-24,18890.380859,18910.330078,18840.130859,18875.880859,18875.880859,98100
2017-04-25,18872.560547,19109.759766,18867.189453,19079.330078,19079.330078,118000
2017-04-26,19184.919922,19289.429688,19170.859375,19289.429688,19289.429688,129400
2017-04-27,19205.589844,19281.699219,19199.589844,19251.869141,19251.869141,116700
2017-04-28,19240.650391,19264.570313,19164.679688,19196.740234,19196.740234,117800
2017-05-01,19154.029297,19311.210938,19144.619141,19310.519531,19310.519531,106500
2017-05-02,19335.720703,19464.300781,19335.019531,19445.699219,19445.699219,112700
2017-05-08,19709.009766,19929.480469,19705.130859,19895.699219,19895.699219,148700
2017-05-09,19915.640625,19917.449219,19838.710938,19843.000000,19843.000000,123500
2017-05-10,19890.560547,19938.529297,19866.300781,19900.089844,19900.089844,129000
2017-05-11,19943.949219,19989.939453,19906.349609,19961.550781,19961.550781,136400
2017-05-12,19941.640625,19941.640625,19809.910156,19883.900391,19883.900391,136800
2017-05-15,19753.460938,19869.849609,19740.630859,19869.849609,19869.849609,128300
2017-05-16,19953.060547,19998.490234,19862.410156,19919.820313,19919.820313,131100
2017-05-17,19806.779297,19842.779297,19764.630859,19814.880859,19814.880859,118100
2017-05-18,19556.990234,19601.529297,19449.730469,19553.859375,19553.859375,135700
2017-05-19,19591.410156,19628.640625,19497.289063,19590.759766,19590.759766,115600
2017-05-22,19670.480469,19722.929688,19618.730469,19678.279297,19678.279297,78500
2017-05-23,19647.740234,19693.019531,19585.539063,19613.279297,19613.279297,83400
2017-05-24,19777.560547,19782.810547,19690.099609,19742.980469,19742.980469,101300
2017-05-25,19737.210938,19850.929688,19720.119141,19813.130859,19813.130859,95100
2017-05-26,19798.490234,19801.589844,19686.490234,19686.839844,19686.839844,84500
2017-05-29,19697.179688,19736.619141,19627.189453,19682.570313,19682.570313,67300
2017-05-30,19681.109375,19691.439453,19570.130859,19677.849609,19677.849609,72600
2017-05-31,19630.330078,19673.509766,19589.250000,19650.570313,19650.570313,125100
2017-06-01,19692.160156,19887.660156,19686.320313,19860.029297,19860.029297,103500
2017-06-02,19970.230469,20239.810547,19967.000000,20177.279297,20177.279297,150400
2017-06-05,20135.419922,20224.539063,20104.130859,20170.820313,20170.820313,99100
2017-06-06,20122.259766,20152.949219,19948.019531,19979.900391,19979.900391,102000
2017-06-07,19951.679688,20023.240234,19908.070313,19984.619141,19984.619141,99200
2017-06-08,20048.279297,20061.220703,19896.349609,19909.259766,19909.259766,125300
2017-06-09,19953.060547,20096.009766,19927.070313,20013.259766,20013.259766,145300
2017-06-12,19920.769531,19949.070313,19837.640625,19908.580078,19908.580078,112100
2017-06-13,19859.810547,19929.029297,19850.859375,19898.750000,19898.750000,97200
2017-06-14,19974.560547,20009.929688,19879.599609,19883.519531,19883.519531,92900
2017-06-15,19815.539063,19963.359375,19755.339844,19831.820313,19831.820313,107000
2017-06-16,19931.150391,20015.160156,19884.800781,19943.259766,19943.259766,135300
2017-06-19,19974.300781,20087.710938,19949.880859,20067.750000,20067.750000,79700
2017-06-20,20234.119141,20318.109375,20227.289063,20230.410156,20230.410156,99300
2017-06-21,20192.160156,20215.109375,20117.789063,20138.789063,20138.789063,94900
2017-06-22,20154.380859,20191.419922,20107.890625,20110.509766,20110.509766,84600
2017-06-23,20152.580078,20152.580078,20089.539063,20132.669922,20132.669922,80500
2017-06-26,20132.810547,20196.380859,20119.039063,20153.349609,20153.349609,77000
2017-06-27,20229.119141,20250.099609,20185.189453,20225.089844,20225.089844,90300
2017-06-28,20149.199219,20224.300781,20110.490234,20130.410156,20130.410156,115500
2017-06-29,20260.869141,20266.589844,20197.380859,20220.300781,20220.300781,118800
